1539574573.0366986, 23.62461669921874, 61.783355712890625
1539574633.2162986, 23.66751708984375, 59.120697021484375
1539574693.3967004, 23.6567919921875, 59.700531005859375
1539574753.5610511, 23.646066894531252, 60.364288330078125
1539574813.7418332, 23.613891601562493, 59.486907958984375
1539574873.922326, 23.731867675781253, 59.212249755859375
1539574934.0610027, 23.796218261718742, 59.860748291015625
1539574994.2414145, 23.774768066406246, 58.884185791015625
1539575054.422221, 23.817668457031253, 58.456939697265625
1539575114.5611858, 23.914194335937502, 58.662933349609375
1539575174.7412856, 23.871293945312495, 58.746856689453125
1539575234.8738194, 23.796218261718742, 59.822601318359375
1539575295.0386806, 23.7425927734375, 59.570831298828125
1539575355.2200174, 23.678242187499997, 60.234588623046875
1539575415.417757, 23.635341796875004, 59.280914306640625
1539575475.5987368, 23.592441406249996, 61.134857177734375
1539575535.7799034, 23.581716308593748, 61.836761474609375
1539575595.9253695, 23.5709912109375, 60.257476806640625
1539575656.1083915, 23.581716308593748, 59.143585205078125
1539575716.2895894, 23.5709912109375, 59.372467041015625
1539575776.4711475, 23.635341796875004, 59.868377685546875
1539575836.6529708, 23.592441406249996, 59.700531005859375
1539575896.8343973, 23.5709912109375, 59.570831298828125
1539575956.9779453, 23.549541015625003, 60.066741943359375
1539576017.1629772, 23.538815917968755, 61.386627197265625
